"1_Mot"	"2_Phono"	"3_Phono_IPA"	"4_Lemme"	"5_Cgram"	"6_CgramOrtho"	"7_Genre"	"8_Nombre"	"9_InfoVER"	"10_FreqMot"	"11_FreqOrtho"	"12_FreqLemme"	"13_CDOrtho"	"14_IsLem"	"15_NbLettres"	"16_NbPhons"	"17_OLD20"	"18_PLD20"	"19_CVOrtho"	"20_CVPhono"	"21_VoisOrtho"	"22_VoisPhono"	"23_NbHomog"	"24_NbHomoph"	"25_SyllPhono"	"26_SyllNb"	"27_SyllCV"	"28_PUOrtho"	"29_PUPhon"	"30_MorphoBase"	"31_MorphoStruct"	"32_MorphoDecomp"	"33_Preval"	"34_PrevalNb"	"35_RT_FLP"	"36_zRT_FLP"	"37_Err_FLP"
uniquement	ynik°m@	ynikəmɑ̃	uniquement	ADV	ADV	""	""	""	24.573	24.573	24.573	9.97397	1	10	7	2.7	2.6	VCVCVVCVCC	VCVCVVCV	1	0	0	0	y-ni-k°-m@	4	V-CV-CV-CV	7	5	unique	"1-0-2"	_uni.que.ment			671.04	-0.305360362	0
geste	ZEst	ʒɛst	geste	NOM	NOM	e	s	""	24.560	24.560	30.155	9.22229	1	5	4	1.5	1.35	CVCCV	CVCC	8	12	0	1	ZEst	1	CVCC	5	4	geste	"0-1-1"	/gest(e).e	100	20	606.36	-0.670454463	0
combattre	k§batR	kɔ̃batʁ	combattre	VER	VER	""	p	ind:pre:2,inf	24.538	24.598	48.566	8.56705	1	9	6	1.8	1.5	CVCCVCCCV	CVVCVCC	2	5	0	0	k§-batR	2	CV-CVCC	8	7	combat	"0-1-1"	/combat[t].re	95	24	592.4166667	-0.734872863	0
puissant	p8is@	pɥisɑ̃	puissant	ADJ	ADJ	m	s	""	24.494	27.956	47.468	10.39039	1	8	5	1.55	1.6	CVVCCVCC	CYVCV	4	4	0	1	p8i-s@	2	CYV-CV	8	5	puissant	"0-1-1"	/puissa(nt)/m.ant	100	14	673.92	-0.388194607	0
connaissait	konEsE	konɛsɛ	connaître	VER	VER	""	s	ind:imp:3	24.484	24.484	846.060	9.48102	0	11	6	2.6	1.85	CVCCVVCCVVC	CVCVCV	2	2	0	2	ko-nE-sE	3	CV-CV-CV	0	0	""	""	""	93	16	663.75	-0.407187757	0.04
dure	dyR	dyʁ	dur	ADJ	ADJ,VER,NOM	f	s	""	24.449	49.826	212.085	19.30955	0	4	3	1	1	CVCV	CVC	16	67	2	12	dyR	1	CVC	4	3	""	"0-0-0"	""	72	18	651.64	-0.659115724	0
verrez	vERe	vɛʁe	voir	VER	VER	""	p	ind:fut:2	24.430	24.430	3679.820	9.82547	0	6	4	1.6	1	CVCCVC	CVCV	5	20	0	0	vE-Re	2	CV-CV	0	0	""	""	""	94	19	665.1818182	-0.267408482	0.041666667
trouverai	tRuv°RE	tʁuvəʁɛ	trouver	VER	VER	""	s	ind:fut:1	24.408	24.408	1476.832	10.14850	0	9	7	1.7	1.85	CCVVCVCVV	CCVCVVCV	2	3	0	3	tRu-v°-RE	3	CCV-CV-CV	0	0	""	""	""	100	19	752.8333333	0.274498155	0
doux	du	du	doux	ADJ	NOM,ADV,ADJ	m	i	""	24.399	38.462	63.614	13.33742	1	4	2	1.55	1	CVVC	CV	8	30	2	3	du	1	CV	4	2	doux	"0-1-0"	/doux	96	25	612.16	-0.787519063	0
posez	poze	poze	poser	VER	VER	""	p	imp:pre:2,ind:pre:2	24.386	24.399	219.994	9.02786	0	5	4	1.5	1	CVCVC	CVCV	6	16	0	11	po-ze	2	CV-CV	0	4	""	""	""	95	23	606.92	-0.573528897	0
trompé	tR§pe	tʁɔ̃pe	tromper	VER	VER,ADJ	""	s	ind:imp:3,par:pas:,ind:pre:1	24.373	24.899	122.212	9.76424	0	6	5	1.8	1.6	CCVCCVV	CCVVCV	1	5	1	9	tR§-pe	2	CCV-CV	6	6	tromper	"0-1-1"	/tromp(er).é	100	27	632.16	-0.610140989	0
impliqué	"5plike"	ɛ̃plike	impliquer	VER	VER	m	s	par:pas:	24.370	24.380	69.342	9.07073	0	8	6	2.2	1.65	VCCCVCVVV	VCCVCV	0	4	0	6	"5-pli-ke"	3	V-CCV-CV	0	6	""	""	""	94	19	616.7826087	-0.463983384	0.041666667
lapin	lap5	lapɛ̃	lapin	NOM	NOM	m	s	""	24.358	24.389	31.278	6.50490	1	5	4	1.35	1.35	CVCVC	CVCV	10	12	0	1	la-p5	2	CV-CV	5	4	lapin	"0-1-0"	/lapin	100	25	639.0869565	-0.539732607	0.041666667
empêche	@pES	ɑ̃pɛʃ	empêcher	VER	VER	""	s	ind:pre:3,sub:pre:3,ind:pre:1,sub:pre:1,imp:pre:2	24.342	24.358	116.614	10.05511	0	7	4	2.05	1.55	VCCVVCCV	VCVC	1	4	0	2	@-pES	2	V-CVC	0	0	""	""	""	96	25	711.6363636	-0.194109409	0.043478261
conseils	k§sEj	kɔ̃sɛj	conseil	NOM	NOM	m	p	""	24.342	24.342	105.991	9.57134	0	8	5	2.6	1.7	CVCCVVCC	CVVCVY	0	22	0	4	k§-sEj	2	CV-CVY	0	6	""	""	""	95	23	675.1304348	-0.426567074	0
ennuie	@n8i	ɑ̃nɥi	ennuyer	VER	VER	""	s	sub:pre:3,ind:pre:3,sub:pre:1,ind:pre:1,imp:pre:2	24.339	24.339	50.269	9.41825	0	6	4	1.8	1.75	VCCVVV	VCYV	2	3	0	4	@-n8i	2	V-CYV	0	4	""	""	""	95	20	604.875	-0.580995344	0.04
géniale	Zenjal	ʒenjal	génial	ADJ	ADJ	f	s	""	24.339	24.342	206.304	9.13197	0	7	6	1.95	1.9	CVVCVVCV	CVCYVC	0	1	0	2	Ze-njal	2	CV-CYVC	0	6	""	""	""	96	25	679	-0.495423513	0
hiver	ivER	ivɛʁ	hiver	NOM	NOM	m	s	""	24.339	24.339	25.459	7.59798	1	5	4	1.75	1.2	CVCVC	VCVC	3	11	0	1	i-vER	2	V-CVC	5	4	hiver	"0-1-0"	/hiver	100	23	632.375	-0.667830169	0.04
écoute	ekut	ekut	écoute	NOM	VER,NOM	f	s	""	24.285	295.206	32.487	57.99602	1	6	4	1.6	1.35	VVCVVCV	VCVC	2	22	1	4	e-kut	2	V-CVC	7	4	écouter	"0-1-1"	/écout(er).e	93	29	589.9583333	-0.78656851	0
portait	pORtE	pɔʁtɛ	porter	VER	VER	""	s	ind:imp:3,inf	24.278	24.294	311.816	9.27128	0	7	5	1.6	1.3	CVCCVVC	CVCCV	6	8	0	3	pOR-tE	2	CVC-CV	0	0	""	""	""	100	23	661.2083333	-0.310466658	0.04
foule	ful	ful	foule	NOM	NOM,VER	f	s	""	24.275	24.554	26.013	8.26546	1	5	3	1	1	CVVCV	CVC	16	37	1	6	ful	1	CVC	5	3	fouler	"0-1-1"	/foul(er).e	100	19	573.7826087	-0.753835176	0.041666667
bel	bEl	bɛl	bel	ADJ	ADJ	m	s	""	24.253	25.544	24.297	10.19902	1	3	3	1.15	1	CVC	CVC	15	43	0	8	bEl	1	CVC	3	3	beau	"0-1-0"	/bel			725.7058824	0.04425342	0.28
privée	pRive	pʁive	privé	ADJ	ADJ,VER	f	s	""	24.250	30.797	51.057	11.44060	0	6	5	1.6	1.4	CCVCVVV	CCVCV	4	9	1	11	pRi-ve	2	CCV-CV	0	5	""	""	""	100	21	606.1666667	-0.716641464	0
entraînement	@tREn°m@	ɑ̃tʁɛnəmɑ̃	entraînement	NOM	NOM	m	s	""	24.250	24.250	25.396	7.54133	1	12	8	2.65	2.25	VCCCVVVCVCVCC	VCCVCVVCV	0	27	0	1	@-tRE-n°-m@	4	V-CCV-CV-CV	6	6	trainer	"1-1-1"	_en/train(er).ement	100	22	648.84	-0.520226259	0
fasses	fas	fas	faire	VER	VER	""	s	sub:pre:2	24.241	24.241	9061.728	10.22658	0	6	3	1.3	1	CVCCVC	CVC	11	138	0	5	fas	1	CVC	0	3	""	""	""	100	19	753.2	0.252267077	0.576923077
aventure	av@tyR	avɑ̃tyʁ	aventure	NOM	NOM,VER	f	s	""	24.234	24.927	31.513	8.51347	1	8	6	1.8	1.75	VCVCCVCV	VCVCVC	1	0	1	4	a-v@-tyR	3	V-CV-CVC	8	6	venir	"1-1-1"	_a(d)/ven(ir)/t.ure	100	18	606.44	-0.703043826	0
boutique	butik	butik	boutique	NOM	NOM	e	s	ind:pre:3,imp:pre:2	24.228	24.323	27.547	7.58879	1	8	5	1.95	1.75	CVVCVCVV	CVCVC	0	5	0	1	bu-tik	2	CV-CVC	8	5	boutique	"0-1-1"	/boutiqu(e).e	100	24	563.8333333	-0.789396322	0.04
soupe	sup	sup	soupe	NOM	NOM,VER	f	s	""	24.218	24.715	24.972	7.34538	1	5	3	1.35	1	CVVCV	CVC	7	65	1	4	sup	1	CVC	5	3	soupe	"0-1-0"	/soupe	100	16	663.8	-0.426914955	0
pub	p9b	pœb	pub	NOM	NOM	e	s	""	24.212	24.212	29.016	7.31476	1	3	3	1.3	1.65	CVC	CVC	11	6	0	1	p9b	1	CVC	3	3	""	"0-1-0"	/pub(licité)			577.8181818	-0.721507004	0.043478261
aller	ale	ale	aller	NOM	NOM,VER	m	s	""	24.212	956.437	24.782	91.53399	1	5	3	1.5	1	VCCVC	VCV	2	34	1	22	a-le	2	V-CV	5	3	aller	"0-1-0"	/all(er)	96	26	647.6122449	-0.472963885	0
arbres	aRbR	aʁbʁ	arbre	NOM	NOM	m	p	""	24.193	24.193	63.063	7.48316	0	6	4	1.8	1.8	VCCCVC	VCCC	1	2	0	1	aRbR	1	VCCC	0	4	""	""	""	100	20	658.9583333	-0.452481204	0
reviendrai	R°vj5dRE	ʁəvjɛ̃dʁɛ	revenir	VER	VER	""	s	ind:fut:1	24.177	24.177	579.816	9.80557	0	10	8	1.65	2.05	CVCVVCCCVV	CVVCYVCCV	3	4	0	3	R°-vj5-dRE	3	CV-CYV-CCV	0	0	""	""	""	100	27	739.5652174	0.01247418	0.08
voient	vwa	vwa	voir	VER	VER	""	""	sub:pre:3,ind:pre:3	24.174	24.190	3679.820	9.91121	0	6	3	1.6	1	CVVVCC	CYV	5	19	0	10	vwa	1	CYV	0	3	""	""	""	94	19	678.2916667	-0.271639924	0.04
réaction	Reaksj§	ʁeaksjɔ̃	réaction	NOM	NOM	f	s	""	24.152	24.152	28.766	9.29731	1	8	7	2.15	1.95	CVVVCCVVC	CVVCCYVV	0	0	0	1	Re-ak-sj§	3	CV-VC-CYV	9	7	acte	"1-1-1"	_ré/act(e).ion	94	18	636.5652174	-0.629168775	0.041666667
pouviez	puvje	puvje	pouvoir	VER	VER	""	p	ind:imp:2	24.146	24.146	6267.658	9.94642	0	7	5	1.85	1.6	CVVCVVC	CVCYV	1	5	0	0	pu-vje	2	CV-CYV	0	0	""	""	""	95	21	729.9130435	-0.15675569	0.041666667
grand-chose	gR@Soz	gʁɑ̃ʃoz	grand-chose	PRO:ind	NOM,PRO:ind	m	s	""	24.133	24.149	24.190	9.65707	1	11	6	3.85	2.75	CCVCC-CCVCV	CCVCVC	0	0	1	1	gR@-Soz	2	CCV-CVC	8	4	grand	"0-2-0"	/grand/chose					
hey	E	ɛ	hey	ONO	ONO	""	""	""	24.126	24.126	24.126	20.22811	1	3	1	1.7	1	CVV	V	6	37	0	21	E	1	V	3	1	""	""	""					
nulle	nyl	nyl	nulle	PRO:ind	ADJ:ind,PRO:ind	f	s	""	24.089	73.003	24.098	26.48347	1	5	3	1.75	1.3	CVCCV	CVC	3	11	2	11	nyl	1	CVC	5	3	nul	"0-1-1"	/nul[l].e			669.2173913	-0.355266755	0.08
rires	RiR	ʁiʁ	rire	NOM	NOM	m	p	""	24.089	24.089	46.066	3.71709	0	5	3	1	1	CVCVC	CVC	20	81	0	3	RiR	1	CVC	0	3	""	""	""	100	15	627.52	-0.619967475	0
messages	mesaZ	mesaʒ	message	NOM	NOM	m	p	""	24.085	24.089	145.842	8.45989	0	8	5	1.85	1.8	CVCCVCVC	CVCVC	2	4	0	1	me-saZ	2	CV-CVC	0	3	""	""	""	100	17	596.04	-0.59469799	0
morceaux	mORso	mɔʁso	morceau	NOM	NOM	m	p	""	24.082	24.082	66.111	9.16871	0	8	5	1.95	1.65	CVCCVVVC	CVCCV	1	5	0	1	mOR-so	2	CVC-CV	0	5	""	""	""	95	21	700.2272727	-0.19332089	0.08
américains	ameRik5	ameʁikɛ̃	américain	NOM	NOM,ADJ	m	p	""	24.066	36.804	38.756	8.98194	0	10	7	2.95	2.5	VCVVCVCVVCC	VCVCVCV	1	0	1	3	a-me-Ri-k5	4	V-CV-CV-CV	0	7	""	""	""	100	18	735.72	-0.145984889	0
prouve	pRuv	pʁuv	prouver	VER	VER	""	s	ind:pre:1,sub:pre:1,imp:pre:2,sub:pre:3,ind:pre:3	24.047	24.054	106.313	9.73362	0	6	4	1.6	1.35	CCVVCV	CCVC	4	28	0	2	pRuv	1	CCVC	0	0	""	""	""	100	19	646.64	-0.380203594	0.038461538
amies	ami	ami	ami	NOM	NOM,ADJ	f	p	""	24.003	32.608	767.465	10.18524	0	5	3	1.5	1	VCVVC	VCV	2	20	1	8	a-mi	2	V-CV	0	3	""	""	""			645.3333333	-0.4037111	0
arrêtes	aREt	aʁɛt	arrêter	VER	VER	""	s	sub:pre:2,ind:pre:2	23.968	24.009	998.823	9.24372	0	7	4	1.7	1	VCCVVCVC	VCVC	3	48	0	5	a-REt	2	V-CVC	0	4	""	""	""	96	28	695	-0.303619718	0.08
file	fil	fil	filer	VER	VER,NOM	""	s	ind:pre:3,imp:pre:2,sub:pre:3,ind:pre:1	23.968	40.028	73.547	13.57471	0	4	3	1	1	CVCV	CVC	14	173	1	6	fil	1	CVC	4	3	filer	"0-1-1"	/fil(er).e	85	14	704.2222222	-0.048160384	0.208333333
donnerai	dOn°RE	dɔnəʁɛ	donner	VER	VER	""	s	ind:fut:1	23.959	23.959	1133.864	9.67851	0	8	6	1.7	1.55	CVCCVCVV	CVCVVCV	2	8	0	3	dO-n°-RE	3	CV-CV-CV	0	0	""	""	""	96	27	688.125	-0.221271078	0
horreur	oR9R	oʁœʁ	horreur	NOM	NOM	f	s	""	23.937	23.937	28.873	8.72627	1	7	4	1.95	1.65	CVCCVVC	VCVC	0	6	0	1	o-R9R	2	V-CVC	5	3	horreur	"0-1-1"	/horr(eur).eur	100	19	634.2173913	-0.510351481	0
gang	g@g	gɑ̃g	gang	NOM	NOM	e	s	""	23.934	23.937	31.503	5.14697	1	4	3	1.3	1.25	CVCC	CVC	10	14	0	2	g@g	1	CVC	4	3	""	"0-1-0"	/§gang§	94	18	682	-0.182415914	0.083333333
traversé	tRavERse	tʁavɛʁse	traverser	VER	VER,ADJ	""	s	ind:imp:3,par:pas:,ind:pre:1	23.924	24.104	83.972	9.88212	0	8	8	2.25	2.05	CCVCVCCVV	CCVCVCCV	0	4	1	9	tRa-vER-se	3	CCV-CVC-CV	9	8	travers	"0-1-1"	/travers.é	100	26	704.96	-0.099259118	0
navire	naviR	naviʁ	navire	NOM	NOM	m	s	""	23.921	23.921	30.408	4.15799	1	6	5	1.9	1.65	CVCVCV	CVCVC	0	7	0	1	na-viR	2	CV-CVC	6	5	navire	"0-1-0"	/navi(re)[gu]	91	24	636.0416667	-0.502686254	0
uniforme	ynifORm	ynifɔʁm	uniforme	NOM	NOM,ADJ	m	s	""	23.911	25.089	29.218	8.02817	1	8	7	2.5	2.55	VCVCVCCV	VCVCVCC	0	0	1	3	y-ni-fORm	3	V-CV-CVCC	8	7	forme	"1-1-0"	_uni/forme	96	25	640.7083333	-0.369468647	0.04
conduis	k§d8i	kɔ̃dɥi	conduire	VER	VER	""	s	ind:pre:2,ind:pre:1,imp:pre:2	23.892	23.892	158.693	9.28200	0	7	5	1.8	1.8	CVCCVVC	CVVCYV	2	0	0	4	k§-d8i	2	CV-CYV	0	6	""	""	""	100	19	677.625	-0.296334259	0.076923077
aie	E	ɛ	avoir	AUX	NOM,AUX,VER	""	s	imp:pre:2,sub:pre:1	23.889	56.861	19741.582	19.79026	0	3	1	1	1	VVV	V	27	37	2	21	E	1	V	3	1	""	""	""	93	16			
différentes	difeR@t	difeʁɑ̃t	différent	ADJ	ADJ	f	p	""	23.873	30.601	152.772	11.97949	0	11	7	2.2	1.75	CVCCVVCVCCVC	CVCVCVC	1	2	0	1	di-fe-R@t	3	CV-CV-CVC	0	0	""	""	""	89	19	651.125	-0.425328989	0
permet	pERmE	pɛʁmɛ	permettre	VER	VER	""	s	ind:pre:3	23.861	23.861	150.633	9.77495	0	6	5	1.8	1.5	CVCCVC	CVCCV	2	7	0	1	pER-mE	2	CVC-CV	0	0	""	""	""	86	15	605.3913043	-0.692901208	0
saches	saS	saʃ	savoir	VER	VER	""	s	sub:pre:2	23.858	23.858	4973.842	9.86987	0	6	3	1.3	1	CVCCVC	CVC	11	35	0	2	saS	1	CVC	0	0	""	""	""	100	20	770.6521739	0.346968119	0
rentrée	R@tRe	ʁɑ̃tʁe	rentrer	VER	NOM,VER	f	s	par:pas:	23.851	27.560	465.915	10.19137	0	7	5	1.65	1.4	CVCCCVVV	CVCCV	3	31	1	12	R@-tRe	2	CV-CCV	6	5	entrer	"1-1-1"	_r/entr(er).ée	95	24	599.9565217	-0.707813683	0.041666667
parking	paRkiG	paʁkiŋ	parking	NOM	NOM	m	s	""	23.829	23.829	24.706	8.00674	1	7	6	2.25	1.95	CVCCVCC	CVCCVC	1	0	0	1	paR-kiG	2	CVC-CVC	7	6	""	"0-1-0"	/§parking§	100	25	642.8333333	-0.426686056	0
communauté	komynote	komynote	communauté	NOM	NOM	f	s	""	23.826	23.826	25.462	7.48316	1	10	8	3.45	2.7	CVCCVCVVCVV	CVCVCVCV	0	0	0	1	ko-my-no-te	4	CV-CV-CV-CV	10	8	un	"1-1-1"	_com[m]/un.auté	100	15	673.75	-0.455133231	0
go	go	go	go	NOM	NOM	m	s	""	23.823	30.225	24.060	5.19137	1	2	2	1.05	1	CV	CV	13	27	0	3	go	1	CV	2	2	""	"0-1-0"	/§go§					
remonte	R°m§t	ʁəmɔ̃t	remonter	VER	VER,NOM	""	s	ind:pre:1,imp:pre:2,ind:pre:3	23.813	25.747	70.161	10.09645	0	7	5	1.65	1.65	CVCVCCV	CVVCVVC	3	27	1	4	R°-m§t	2	CV-CVC	7	7	mont	"1-1-1"	_re/mont.e	84	13	696.1041667	-0.254566303	0
studio	stydjo	stydjo	studio	NOM	NOM	m	s	""	23.810	23.813	28.503	5.60778	1	6	6	2.75	2.45	CCVCVV	CCVCYV	0	1	0	1	sty-djo	2	CCV-CYV	6	6	""	"0-1-0"	/§studio§	100	24	596.6086957	-0.431905727	0
gros	gRo	gʁo	gros	NOM	NOM,ADV,ADJ	m	i	""	23.804	222.851	30.554	51.50337	1	4	3	1.7	1	CCVC	CCV	4	16	2	3	gRo	1	CCV	4	3	gros	"0-1-0"	/gros	100	29	554.6	-0.935567149	0
remonter	R°m§te	ʁəmɔ̃te	remonter	VER	VER	""	p	imp:pre:2,ind:pre:2,inf	23.801	23.839	70.161	9.44734	1	8	6	1.65	1.6	CVCVCCVC	CVVCVVCV	3	7	0	7	R°-m§-te	3	CV-CV-CV	8	8	mont	"1-1-1"	_re/mont.er	90	31	646	-0.530521243	0.041666667
mince	m5s	mɛ̃s	mince	ONO	ONO,ADJ	""	""	""	23.794	39.427	23.801	13.90233	1	5	3	1.7	1.1	CVCCV	CVC	4	17	1	2	m5s	1	CVC	5	3	minc(e)	"0-1-1"	/minc(e).e	96	30	650.36	-0.459420084	0
surface	syRfas	syʁfas	surface	NOM	VER,NOM	f	s	""	23.782	23.864	24.582	7.46785	1	7	6	2.05	1.85	CVCCVCV	CVCCVC	0	3	1	3	syR-fas	2	CVC-CVC	7	6	face	"1-1-1"	_sur/fac(e).e	100	14	646.64	-0.367117296	0
trompe	tR§p	tʁɔ̃p	tromper	VER	VER,NOM	""	s	sub:pre:1,ind:pre:3,imp:pre:2,sub:pre:3,ind:pre:1	23.775	25.149	122.212	10.00612	0	6	4	1.55	1.5	CCVCCV	CCVVC	4	4	1	4	tR§p	1	CCVC	6	5	""	"0-1-0"	/§trompe§	100	29	663.84	-0.394206879	0
traîner	tRene	tʁene	traîner	VER	VER	""	""	inf,	23.775	23.785	62.225	9.70912	1	7	5	1.7	1.3	CCVVVCVC	CCVCV	3	10	0	14	tRe-ne	2	CCV-CV	4	5	traîner	"0-1-1"	/traîn(er).er	95	20	610.5217391	-0.655351767	0.041666667
pardonner	paRdone	paʁdone	pardonner	VER	VER	""	p	inf,	23.766	23.807	113.959	8.85334	1	9	7	1.8	1.8	CVCCVCCVC	CVCCVCV	2	3	0	5	paR-do-ne	3	CVC-CV-CV	9	7	pardonner	"0-1-1"	/pardon(ner).er	100	27	626.8181818	-0.671145778	0
menteur	m@t9R	mɑ̃tœʁ	menteur	NOM	NOM,ADJ	m	s	""	23.753	26.611	37.547	9.74587	1	7	5	1.7	1.45	CVCCVVC	CVCVC	4	10	1	3	m@-t9R	2	CV-CVC	6	4	mentir	"0-1-1"	/ment(ir).eur	100	23	614.25	-0.669858111	0
gaffe	gaf	gaf	gaffe	NOM	NOM,VER	e	s	""	23.712	24.478	24.209	8.64360	1	5	3	1.6	1	CVCCV	CVC	3	36	1	4	gaf	1	CVC	5	3	gaffe	"0-1-1"	/gaff(e).e	100	20	719.625	-0.217766735	0.04
pauvre	povR	povʁ	pauvre	NOM	NOM,ADJ	e	s	""	23.699	116.345	35.709	31.57073	1	6	4	1.9	1.9	CVVCCV	CVCC	0	0	1	4	povR	1	CVCC	6	4	pauvre	"0-1-0"	/pauvre	100	23	602.68	-0.654803398	0
français	fR@sE	fʁɑ̃sɛ	français	NOM	NOM,ADJ	m	s	""	23.696	43.402	26.367	10.07961	1	8	5	2.05	1.85	CCVCVCVVC	CCVCV	2	1	1	1	fR@-sE	2	CCV-CV	5	5	franc	"0-1-1"	/franc.ais	100	26	571.5	-0.87747794	0
vivent	viv	viv	vivre	VER	VER	""	p	ind:pre:3,sub:pre:3	23.684	23.722	441.066	9.53766	0	6	3	1.65	1	CVCVCC	CVC	5	20	0	7	viv	1	CVC	0	3	""	""	""	93	16	647.6956522	-0.456185707	0.08
larmes	laRm	laʁm	larme	NOM	NOM	f	p	""	23.680	23.680	27.165	7.89345	0	6	4	1.45	1.35	CVCCVC	CVCC	6	11	0	1	laRm	1	CVCC	0	4	""	""	""	100	29	592.5384615	-0.622626666	0
porté	pORte	pɔʁte	porter	VER	VER	m	s	par:pas:,ind:imp:3	23.680	23.680	311.816	9.77495	0	5	5	1.7	1.15	CVCCVV	CVCCV	3	11	0	8	pOR-te	2	CVC-CV	0	5	""	""	""	100	23	627.6666667	-0.551550063	0.04
protège	pRotEZ	pʁotɛʒ	protéger	VER	VER	""	s	sub:pre:3,ind:pre:3,ind:pre:1,sub:pre:1,imp:pre:2	23.680	23.722	173.962	9.15952	0	7	6	2.35	1.9	CCVCVVCV	CCVCVC	0	1	0	2	pRo-tEZ	2	CCV-CVC	0	0	""	""	""	96	32	608.7826087	-0.614331819	0.04
normale	nORmal	nɔʁmal	normal	ADJ	ADJ,NOM	f	s	""	23.658	29.114	112.772	10.93693	0	7	6	1.85	1.85	CVCCVCV	CVCCVC	0	1	1	5	nOR-mal	2	CVC-CVC	7	6	norme	"0-1-1"	/norm(e).ale	100	18	573.6538462	-0.887724272	0
aveugle	av9gl	avœgl	aveugle	ADJ	ADJ,NOM,VER	e	s	""	23.652	32.269	26.747	9.53919	1	7	5	2.25	2.15	VCVVCCV	VCVCC	1	15	2	6	a-v9gl	2	V-CVCC	7	5	aveugle	"0-1-0"	/aveugle	100	17	601.0434783	-0.557353475	0
sucre	sykR	sykʁ	sucre	NOM	VER,NOM	m	s	""	23.652	25.693	25.541	8.22566	1	5	4	1.65	1.6	CVCCV	CVCC	2	4	1	4	sykR	1	CVCC	5	4	sucre	"0-1-0"	/§sucr(e)§	100	26	600.6956522	-0.665042282	0.041666667
jouez	Zue	ʒue	jouer	VER	VER	""	""	ind:pre:2,imp:pre:2	23.646	23.658	527.152	9.08604	0	5	3	1.5	1.45	CVVVC	CVV	7	6	0	1	Zu-e	2	CV-V	0	3	""	""	""	90	33	604.04	-0.689309274	0
laissée	lese	lese	laisser	VER	VER	""	s	ind:imp:3,par:pas:	23.639	23.639	1354.038	9.63717	0	7	4	1.7	1.2	CVVCCVVV	CVCV	2	15	0	7	le-se	2	CV-CV	8	3	""	""	""	100	27	632.4545455	-0.50264754	0
déclaration	deklaRasj§	deklaʁasjɔ̃	déclaration	NOM	NOM	f	s	""	23.633	23.633	28.478	7.76179	1	11	10	2.35	2.45	CVVCCVCVCVVC	CVCCVCVCYVV	1	1	0	1	de-kla-Ra-sj§	4	CV-CCV-CV-CYV	11	8	clair	"1-1-1"	_dé/cla(i)r.ation	100	21	636.5	-0.500243873	0
délicieux	delisj2	delisjø	délicieux	ADJ	ADJ	m	i	""	23.633	27.604	31.415	10.45315	1	9	7	3.05	2.5	CVVCVCVVVC	CVCVCYV	0	0	0	0	de-li-sj2	3	CV-CV-CYV	10	7	délice	"0-1-1"	/délic(e).ieux	100	25	617.9583333	-0.715952655	0
haut	o	o	haut	ADJ	ADV,NOM,ADJ	m	s	""	23.623	131.674	63.475	38.07410	1	4	1	1.55	1	CVVC	V	6	37	2	14	o	1	V	4	1	haut	"0-1-0"	/haut	97	34	646.028169	-0.416967825	0.013888889
rare	RaR	ʁaʁ	rare	ADJ	ADJ	e	s	""	23.592	23.592	34.256	9.59890	1	4	3	1	1	CVCV	CVC	23	57	0	1	RaR	1	CVC	4	3	rare	"0-1-0"	/rare	86	22	592.96	-0.66784023	0
voisins	vwaz5	vwazɛ̃	voisin	NOM	NOM,ADJ	m	p	""	23.592	27.484	49.234	9.75964	0	7	5	1.8	2	CVVCVCC	CYVCV	2	0	1	3	vwa-z5	2	CYV-CV	0	5	""	""	""	100	22	592.0833333	-0.793071011	0.04
répéter	Repete	ʁepete	répéter	VER	VER	""	p	inf,	23.592	23.623	82.301	9.44581	1	7	6	1.85	1.75	CVVCVVCVC	CVCVCV	1	4	0	9	Re-pe-te	3	CV-CV-CV	6	6	{pet}	"1-1-1"	_ré/{pet}.er	94	19	654.3478261	-0.556068015	0
long	l§	lɔ̃	long	NOM	ADJ,ADV,NOM	m	s	""	23.585	104.642	24.285	33.19351	1	4	2	1.45	1	CVCC	CVV	8	209	2	4	l§	1	CV	4	3	""	"0-1-0"	/long	100	23	571.173913	-0.946158339	0
réaliser	Realize	ʁealize	réaliser	VER	VER	""	s	ind:imp:3,inf,ind:pre:2	23.576	23.608	105.703	9.36314	1	8	7	1.75	1.5	CVVVCVCVC	CVVCVCV	3	7	0	9	Re-a-li-ze	4	CV-V-CV-CV	8	7	réel	"0-1-2"	/ré(e/a)l.is.er	100	17	686.2608696	-0.440456837	0.041666667
okay	Okaj	ɔkaj	okay	ADV	ADV	""	""	""	23.575	23.575	23.575	11.33190	1	4	4	1.9	1.8	VCVV	VCVY	0	2	0	0	O-kaj	2	V-CVY	4	4	""	""	""					
ascenseur	as@s9R	asɑ̃sœʁ	ascenseur	NOM	NOM	m	s	""	23.566	23.566	26.123	6.71464	1	9	6	2.35	1.8	VCCVCCVVC	VCVCVC	1	3	0	2	a-s@-s9R	3	V-CV-CVC	7	5	ascendant	"0-1-1"	/ascend(ant)/s.eur	100	28	612.9130435	-0.475004208	0
vélo	velo	velo	vélo	NOM	NOM	m	s	""	23.566	23.566	25.987	6.11451	1	4	4	1.8	1.55	CVVCV	CVCV	3	9	0	1	ve-lo	2	CV-CV	5	4	véloce	"0-1-0"	/vélo(cipède)	95	21	591.64	-0.708625822	0
