"id"	"1_Mot"	"4_Lemme"	"5_Cgram"	"7_Genre"	"10_FreqMot"	"12_FreqLemme"
4397	hello	hello	ONO	""	11.747	11.759
4398	asile	asile	NOM	m	11.741	12.057
4399	habille	habiller	VER	""	11.731	52.342
4400	enlèvement	enlèvement	NOM	m	11.731	13.405
4401	mérité	mériter	VER	""	11.722	116.329
4402	louer	louer	VER	""	11.715	37.592
4403	bureaux	bureau	NOM	m	11.709	219.184
4404	renoncer	renoncer	VER	""	11.703	31.601
4405	portent	porter	VER	""	11.699	311.816
4406	tube	tube	NOM	m	11.699	16.595
4407	poils	poil	NOM	m	11.699	29.278
4408	réfléchissez	réfléchir	VER	""	11.693	125.608
4409	positif	positif	ADJ	m	11.693	22.329
4410	fonctionner	fonctionner	VER	""	11.690	76.858
4411	côtes	côte	NOM	f	11.690	38.997
4412	abattu	abattre	VER	m	11.690	37.484
4413	canard	canard	NOM	m	11.684	17.092
4414	mettra	mettre	VER	""	11.680	944.310
4415	ressent	ressentir	VER	""	11.680	105.006
4416	scotch	scotch	NOM	m	11.677	11.877
4417	différemment	différemment	ADV	""	11.674	11.674
4418	doutes	doute	NOM	m	11.674	100.870
4419	terriblement	terriblement	ADV	""	11.668	11.668
4420	délit	délit	NOM	m	11.668	14.247
4421	violée	violer	VER	f	11.665	42.946
4422	magicien	magicien	NOM	m	11.665	14.256
4423	pointe	pointe	NOM	f	11.665	13.646
4424	immunité	immunité	NOM	f	11.658	11.766
4425	vit	voir	VER	""	11.658	3679.820
4426	suprême	suprême	ADJ	e	11.658	11.968
4427	avertir	avertir	VER	""	11.655	26.987
4428	requin	requin	NOM	m	11.652	18.402
4429	tenais	tenir	VER	""	11.652	456.877
4430	embête	embêter	VER	""	11.642	29.832
4431	tarder	tarder	VER	""	11.639	19.006
4432	devienne	devenir	VER	""	11.639	430.649
4433	longues	long	ADJ	f	11.633	163.123
4434	menottes	menotte	NOM	f	11.630	11.911
4435	implique	impliquer	VER	""	11.627	69.342
4436	dégoûtant	dégoûtant	ADJ	m	11.623	15.297
4437	piquer	piquer	VER	""	11.620	36.997
4438	remarquable	remarquable	ADJ	e	11.614	13.016
4439	explose	exploser	VER	""	11.614	63.915
4440	quelconque	quelconque	ADJ	e	11.614	12.044
4441	déménagé	déménager	VER	m	11.611	38.551
4442	malentendu	malentendu	NOM	m	11.598	12.465
4443	étions	être	AUX	""	11.598	8402.797
4444	girl	girl	NOM	f	11.595	16.405
4445	dommages	dommage	NOM	m	11.589	59.680
4446	promettre	promettre	VER	""	11.576	188.513
4447	dit	dit	ADJ	m	11.570	23.212
4448	soda	soda	NOM	m	11.566	13.377
4449	blé	blé	NOM	m	11.563	11.959
4450	effraction	effraction	NOM	f	11.560	12.139
4451	risqué	risquer	VER	""	11.551	94.652
4452	conducteur	conducteur	NOM	m	11.551	14.016
4453	permets	permettre	VER	""	11.551	150.633
4454	d	d	NOM	m	11.551	11.687
4455	téléphoner	téléphoner	VER	""	11.551	31.601
4456	sauvée	sauver	VER	""	11.551	273.579
4457	téléphones	téléphone	NOM	m	11.551	204.731
4458	irons	aller	VER	""	11.551	9795.946
4459	panier	panier	NOM	m	11.547	13.911
4460	époux	époux	NOM	m	11.538	46.747
4461	attaques	attaque	NOM	f	11.538	75.139
4462	colline	colline	NOM	f	11.532	18.111
4463	arrivez	arriver	VER	""	11.528	1211.342
4464	ressembles	ressembler	VER	""	11.525	179.915
4465	fusillade	fusillade	NOM	f	11.525	12.693
4466	lancement	lancement	NOM	m	11.525	11.750
4467	valises	valise	NOM	f	11.513	30.136
4468	lourd	lourd	ADV	""	11.509	11.509
4469	condoléances	condoléance	NOM	f	11.509	11.551
4470	juge	juger	VER	""	11.509	56.636
4471	vaincre	vaincre	VER	""	11.494	23.440
4472	vaudrait	valoir	VER	""	11.475	187.557
4473	entraîne	entraîner	VER	""	11.475	55.234
4474	plainte	plainte	NOM	f	11.475	16.858
4475	balancer	balancer	VER	""	11.475	39.706
4476	vise	viser	VER	""	11.472	35.180
4477	enfermer	enfermer	VER	""	11.472	53.551
4478	suivant	suivant	ADJ	m	11.468	30.278
4479	venu	venu	ADJ	m	11.453	20.595
4480	issue	issue	NOM	f	11.449	13.899
4481	ô	ô	ONO	""	11.449	11.475
4482	coûter	coûter	VER	""	11.443	64.680
4483	meubles	meuble	NOM	m	11.443	13.481
4484	réalisateur	réalisateur	NOM	m	11.443	13.835
4485	franc	franc	ADJ	m	11.440	18.339
4486	blessé	blessé	ADJ	m	11.434	18.861
4487	observer	observer	VER	""	11.430	40.475
4488	canon	canon	ADJ	e	11.424	13.858
4489	subi	subir	VER	m	11.418	33.674
4490	nettoie	nettoyer	VER	""	11.415	71.915
4491	agis	agir	VER	""	11.415	205.873
4492	foiré	foirer	VER	""	11.405	22.772
4493	fouillé	fouiller	VER	""	11.405	47.339
4494	bouffer	bouffer	VER	""	11.402	24.085
4495	magnifiques	magnifique	ADJ	e	11.399	103.475
4496	fragile	fragile	ADJ	e	11.399	13.823
4497	atmosphère	atmosphère	NOM	f	11.399	11.604
4498	épouse	épouser	VER	""	11.399	99.671
4499	rapporter	rapporter	VER	""	11.396	46.728
4500	élément	élément	NOM	m	11.396	26.497
4501	avaler	avaler	VER	""	11.392	29.301
4502	fermée	fermer	VER	f	11.389	206.680
4503	essaient	essayer	VER	""	11.386	837.753
4504	gym	gym	NOM	f	11.383	11.392
4505	ramasser	ramasser	VER	""	11.383	35.728
4506	merdé	merder	VER	""	11.380	18.101
4507	mêler	mêler	VER	""	11.380	44.057
4508	géant	géant	ADJ	m	11.377	19.247
4509	sieste	sieste	NOM	f	11.373	11.962
4510	torture	torture	NOM	f	11.370	12.680
4511	avoué	avouer	VER	m	11.367	59.076
4512	look	look	NOM	m	11.367	11.924
4513	festival	festival	NOM	m	11.367	11.975
4514	tiens	tien	NOM	""	11.361	11.370
4515	montrent	montrer	VER	""	11.351	337.256
4516	passerai	passer	VER	""	11.348	1522.114
4517	industrie	industrie	NOM	f	11.339	15.854
4518	perdus	perdre	VER	m	11.339	545.231
4519	piqué	piquer	VER	m	11.335	36.997
4520	confortable	confortable	ADJ	e	11.332	12.965
4521	méchants	méchant	NOM	m	11.329	23.706
4522	putes	pute	NOM	f	11.326	79.152
4523	saigne	saigner	VER	""	11.323	30.174
4524	intentions	intention	NOM	f	11.320	55.035
4525	communiquer	communiquer	VER	""	11.313	19.623
4526	états	état	NOM	m	11.313	154.000
4527	pathétique	pathétique	ADJ	e	11.313	12.668
4528	porno	porno	NOM	m	11.307	12.589
4529	résidence	résidence	NOM	f	11.304	12.038
4530	cadre	cadre	NOM	m	11.304	14.342
4531	parler	parler	NOM	m	11.301	11.316
4532	conscient	conscient	ADJ	m	11.297	18.595
4533	pensant	penser	VER	e	11.291	2085.206
4534	boeuf	boeuf	NOM	""	11.291	13.196
4535	intéresser	intéresser	VER	""	11.291	120.756
4536	trompez	tromper	VER	""	11.285	122.212
4537	pouce	pouce	NOM	m	11.269	16.775
4538	change	change	NOM	m	11.269	11.693
4539	usage	usage	NOM	m	11.266	12.247
4540	central	central	ADJ	m	11.263	19.506
4541	capables	capable	ADJ	e	11.256	84.766
4542	entraîneur	entraîneur	NOM	m	11.256	12.696
4543	intimité	intimité	NOM	f	11.253	11.320
4544	chagrin	chagrin	NOM	m	11.247	12.285
4545	lâché	lâcher	VER	""	11.244	152.028
4546	serrer	serrer	VER	""	11.244	38.082
4547	annonce	annoncer	VER	""	11.241	50.551
4548	bêtes	bête	NOM	f	11.237	37.500
4549	croirait	croire	VER	""	11.237	1612.497
4550	rapproche	rapprocher	VER	""	11.234	31.680
4551	augmenter	augmenter	VER	""	11.231	35.614
4552	gentils	gentil	ADJ	m	11.231	173.456
4553	kit	kit	NOM	m	11.231	12.032
4554	indices	indice	NOM	m	11.225	27.785
4555	jouais	jouer	VER	""	11.222	527.152
4556	exposition	exposition	NOM	f	11.215	11.870
4557	brillante	brillant	ADJ	f	11.215	34.108
4558	quinze	quinze	ADJ:num	""	11.212	11.222
4559	suicider	suicider	VER	""	11.209	28.924
4560	pervers	pervers	NOM	m	11.209	11.684
4561	clair	clair	NOM	m	11.203	11.332
4562	noté	noter	VER	""	11.199	30.646
4563	original	original	ADJ	m	11.196	21.946
4564	leçons	leçon	NOM	f	11.196	44.041
4565	facture	facture	NOM	f	11.193	22.943
4566	mondiale	mondial	ADJ	f	11.190	18.168
4567	aiderait	aider	VER	""	11.190	802.867
4568	tire	tire	NOM	e	11.190	11.826
4569	range	ranger	VER	""	11.187	39.146
4570	navette	navette	NOM	f	11.187	12.497
4571	filé	filer	VER	m	11.184	73.547
4572	placer	placer	VER	""	11.177	53.918
4573	frappe	frappe	NOM	f	11.177	12.690
4574	finn	finn	NOM	m	11.174	11.184
4575	fui	fuir	VER	m	11.171	70.918
4576	genou	genou	NOM	m	11.168	43.190
4577	réunions	réunion	NOM	f	11.165	80.541
4578	mystérieux	mystérieux	ADJ	m	11.165	18.965
4579	visites	visite	NOM	f	11.165	86.386
4580	déçu	décevoir	VER	m	11.161	36.263
4581	lit	lire	VER	""	11.161	235.218
4582	bloqué	bloquer	VER	m	11.155	40.756
4583	vôtres	vôtres	PRO:pos	""	11.155	11.155
4584	rendra	rendre	VER	""	11.146	495.472
4585	dépression	dépression	NOM	f	11.146	11.579
4586	grossesse	grossesse	NOM	f	11.142	11.813
4587	mafia	mafia	NOM	f	11.142	11.272
4588	café	café	ADJ	e	11.142	11.177
4589	sembles	sembler	VER	""	11.139	297.209
4590	accrocher	accrocher	VER	""	11.136	53.991
4591	parti	parti	ADJ	m	11.127	15.180
4592	aurions	avoir	AUX	""	11.127	19741.582
4593	confirmé	confirmer	VER	m	11.127	46.813
4594	sienne	sienne	PRO:pos	f	11.117	30.161
4595	fréquence	fréquence	NOM	f	11.117	14.680
4596	linge	linge	NOM	m	11.117	11.396
4597	repéré	repérer	VER	""	11.114	28.402
4598	verrons	voir	VER	""	11.111	3679.820
4599	échanger	échanger	VER	""	11.111	31.778
4600	péchés	péché	NOM	m	11.108	24.551
4601	campus	campus	NOM	m	11.108	11.123
4602	demanderai	demander	VER	""	11.108	926.332
4603	meure	mourir	VER	""	11.104	832.506
4604	deal	deal	NOM	m	11.104	11.500
4605	pratique	pratique	ADJ	e	11.101	12.899
4606	enveloppe	enveloppe	NOM	f	11.101	12.915
4607	libère	libérer	VER	""	11.095	79.525
4608	interne	interne	ADJ	e	11.095	18.816
4609	synchro	synchro	ADJ	e	11.092	11.297
4610	vire	virer	VER	""	11.089	97.737
4611	tournage	tournage	NOM	m	11.089	11.519
4612	violé	violer	VER	""	11.089	42.946
4613	imaginais	imaginer	VER	""	11.085	207.177
4614	fournir	fournir	VER	""	11.085	32.750
4615	royal	royal	ADJ	m	11.082	20.111
4616	imbécile	imbécile	ADJ	e	11.076	12.456
4617	place	placer	VER	""	11.076	53.918
4618	curiosité	curiosité	NOM	f	11.073	11.468
4619	dépensé	dépenser	VER	m	11.070	32.646
4620	dépose	déposer	VER	""	11.066	56.642
4621	nuages	nuage	NOM	m	11.063	20.899
4622	ranch	ranch	NOM	m	11.063	11.396
4623	sauvez	sauver	VER	""	11.060	273.579
4624	zoo	zoo	NOM	m	11.060	11.462
4625	fabuleux	fabuleux	ADJ	m	11.047	15.718
4626	planté	planter	VER	m	11.047	35.095
4627	accusations	accusation	NOM	f	11.047	30.867
4628	sources	source	NOM	e	11.044	48.092
4629	prétendre	prétendre	VER	""	11.044	45.614
4630	durs	dur	ADJ	m	11.041	212.085
4631	sauras	savoir	VER	""	11.041	4973.842
4632	attaché	attacher	VER	m	11.038	43.915
4633	jumeaux	jumeau	NOM	m	11.038	13.193
4634	ambiance	ambiance	NOM	f	11.038	11.108
4635	archives	archive	NOM	f	11.035	11.614
4636	tiroir	tiroir	NOM	m	11.028	13.370
4637	bracelet	bracelet	NOM	m	11.028	14.408
4638	pressé	presser	VER	m	11.025	33.892
4639	ceux-là	ceux-là	PRO:dem	m	11.019	103.753
4640	blonde	blond	NOM	f	11.013	13.832
4641	découverte	découverte	NOM	f	11.006	14.028
4642	adulte	adulte	ADJ	e	11.000	14.212
4643	revu	revoir	VER	m	10.997	136.759
4644	chaussure	chaussure	NOM	f	10.994	64.940
4645	méthodes	méthode	NOM	f	10.994	25.044
4646	naturelle	naturel	ADJ	f	10.981	36.079
4647	obéir	obéir	VER	""	10.978	31.415
4648	sujets	sujet	NOM	m	10.978	155.149
4649	prenais	prendre	VER	""	10.972	1894.187
4650	destination	destination	NOM	f	10.972	11.513
4651	détestes	détester	VER	""	10.968	165.845
4652	personnages	personnage	NOM	m	10.968	32.465
4653	punition	punition	NOM	f	10.962	11.810
4654	ordinateurs	ordinateur	NOM	m	10.959	65.861
4655	chant	chant	NOM	m	10.959	15.054
4656	esclaves	esclave	NOM	e	10.956	21.785
4657	utilisant	utiliser	VER	""	10.930	321.547
4658	massage	massage	NOM	m	10.930	13.111
4659	guide	guide	NOM	e	10.930	12.538
4660	endormir	endormir	VER	""	10.930	34.975
4661	çà	çà	ADV	""	10.924	10.968
4662	stars	star	NOM	f	10.915	52.592
4663	tombent	tomber	VER	""	10.908	374.019
4664	inquiétude	inquiétude	NOM	f	10.905	13.937
4665	sperme	sperme	NOM	m	10.902	11.032
4666	draps	drap	NOM	m	10.899	13.582
4667	quasiment	quasiment	ADV	""	10.899	10.902
4668	judiciaire	judiciaire	ADJ	e	10.899	12.693
4669	passais	passer	VER	""	10.896	1522.114
4670	description	description	NOM	f	10.892	11.750
4671	locale	local	ADJ	f	10.883	28.199
4672	par-dessus	par-dessus	PRE	""	10.883	10.896
4673	juillet	juillet	NOM	m	10.877	10.886
4674	duré	durer	VER	m	10.873	62.759
4675	pneus	pneu	NOM	m	10.864	17.747
4676	atelier	atelier	NOM	m	10.864	12.291
4677	retiens	retenir	VER	""	10.864	74.294
4678	assiette	assiette	NOM	f	10.861	15.722
4679	japonais	japonais	NOM	m	10.861	11.965
4680	citoyen	citoyen	NOM	m	10.854	26.943
4681	occupes	occuper	VER	""	10.851	384.057
4682	vides	vide	ADJ	e	10.851	51.820
4683	supérieur	supérieur	ADJ	m	10.842	25.250
4684	arrivais	arriver	VER	""	10.842	1211.342
4685	puissiez	pouvoir	VER	""	10.842	6267.658
4686	arriverai	arriver	VER	""	10.839	1211.342
4687	horloge	horloge	NOM	f	10.829	12.259
4688	esclave	esclave	NOM	e	10.826	21.785
4689	euros	euro	NOM	m	10.826	11.509
4690	longs	long	ADJ	m	10.823	163.123
4691	sagesse	sagesse	NOM	f	10.816	10.870
4692	ouest	ouest	ADJ	e	10.810	10.835
4693	jouet	jouet	NOM	m	10.810	24.551
4694	testament	testament	NOM	m	10.810	11.259
4695	tennis	tennis	NOM	m	10.807	10.807
4696	solitude	solitude	NOM	f	10.804	10.896
4697	physique	physique	NOM	e	10.801	11.009
4698	pasteur	pasteur	NOM	m	10.801	11.272
4699	transforme	transformer	VER	""	10.794	54.187
4700	périmètre	périmètre	NOM	m	10.788	10.908
4701	gardes	garder	VER	""	10.788	363.408
4702	dépenser	dépenser	VER	""	10.785	32.646
4703	pleins	plein	ADJ	m	10.785	179.421
4704	fassiez	faire	VER	""	10.782	9061.728
4705	disaient	dire	VER	""	10.778	6099.386
4706	plafond	plafond	NOM	m	10.778	11.415
4707	suffira	suffire	VER	""	10.775	169.472
4708	scientifique	scientifique	NOM	e	10.769	19.598
4709	tissu	tissu	NOM	m	10.759	18.370
4710	résistance	résistance	NOM	f	10.759	10.987
4711	osez	oser	VER	""	10.756	65.196
4712	hémorragie	hémorragie	NOM	f	10.750	11.484
4713	cloche	clocher	VER	""	10.750	12.832
4714	dégueulasse	dégueulasse	ADJ	e	10.750	11.829
4715	équilibre	équilibre	NOM	m	10.744	10.778
4716	allemand	allemand	ADJ	m	10.741	21.509
4717	servez	servir	VER	""	10.741	248.408
4718	mannequin	mannequin	NOM	m	10.741	15.453
4719	parier	parier	VER	""	10.737	81.905
4720	mangent	manger	VER	""	10.737	395.060
4721	localiser	localiser	VER	""	10.734	20.215
4722	confirme	confirmer	VER	""	10.734	46.813
4723	cesser	cesser	VER	""	10.734	53.687
4724	connaissons	connaître	VER	""	10.725	846.060
4725	relecture	relecture	NOM	f	10.725	10.839
4726	chariot	chariot	NOM	m	10.709	12.965
4727	prêter	prêter	VER	""	10.709	47.481
4728	assurez	assurer	VER	""	10.709	144.633
4729	sortant	sortir	VER	e	10.706	920.845
4730	échantillons	échantillon	NOM	m	10.703	24.608
4731	résolu	résoudre	VER	m	10.696	50.256
4732	nid	nid	NOM	m	10.693	11.886
4733	payez	payer	VER	""	10.690	359.902
4734	bip	bip	NOM	m	10.684	13.127
4735	défaut	défaut	NOM	m	10.680	16.975
4736	crié	crier	VER	""	10.680	86.297
4737	fermeture	fermeture	NOM	f	10.677	11.206
4738	bizarrement	bizarrement	ADV	""	10.677	10.680
4739	tiendra	tenir	VER	""	10.671	456.877
4740	disques	disque	NOM	m	10.671	30.823
4741	patient	patient	ADJ	m	10.665	17.671
4742	seuls	seul	NOM	m	10.661	106.728
4743	spécialiste	spécialiste	NOM	e	10.661	13.744
4744	conçu	concevoir	VER	m	10.655	21.225
4745	fiers	fier	ADJ	m	10.655	87.212
4746	rares	rare	ADJ	e	10.652	34.256
4747	rose	rose	NOM	e	10.649	20.554
4748	atterri	atterrir	VER	m	10.649	28.361
4749	force	forcer	VER	""	10.646	71.741
4750	racheter	racheter	VER	""	10.639	17.361
4751	lesquels	lesquels	PRO:rel	m	10.639	169.842
4752	plantes	plante	NOM	f	10.639	18.842
4753	poème	poème	NOM	m	10.633	16.361
4754	cessez	cesser	VER	""	10.633	53.687
4755	resterai	rester	VER	""	10.630	924.022
4756	gagnant	gagnant	NOM	m	10.627	16.623
4757	sentent	sentir	VER	""	10.627	539.494
4758	signaler	signaler	VER	""	10.627	29.807
4759	couronne	couronne	NOM	f	10.623	13.402
4760	promesses	promesse	NOM	f	10.620	36.658
4761	enregistrer	enregistrer	VER	""	10.617	47.696
4762	fichier	fichier	NOM	m	10.611	23.541
4763	maria	marier	VER	""	10.608	184.310
4764	déterminer	déterminer	VER	""	10.601	22.440
4765	foutue	foutu	ADJ	f	10.598	34.573
4766	accorder	accorder	VER	""	10.595	43.158
4767	fatiguée	fatigué	ADJ	f	10.595	26.377
4768	enverrai	envoyer	VER	""	10.595	395.332
4769	marteau	marteau	NOM	m	10.592	11.449
4770	chasseurs	chasseur	NOM	m	10.592	26.377
4771	légumes	légume	NOM	m	10.592	13.225
4772	élections	élection	NOM	f	10.576	20.402
4773	dessous	dessous	ADV	""	10.576	11.468
4774	muscles	muscle	NOM	m	10.573	15.646
4775	solitaire	solitaire	ADJ	e	10.573	12.415
4776	partent	partir	VER	""	10.573	1035.642
4777	débarrasse	débarrasser	VER	""	10.573	66.487
4778	préférez	préférer	VER	""	10.570	148.642
4779	premiers	premier	NOM	m	10.566	134.203
4780	noeud	noeud	NOM	""	10.560	16.316
4781	automne	automne	NOM	e	10.557	10.687
4782	prostituée	prostitué	NOM	f	10.551	17.791
4783	renversé	renverser	VER	""	10.547	24.658
4784	cachez	cacher	VER	""	10.541	207.842
4785	grève	grève	NOM	f	10.541	11.253
4786	cons	con	NOM	m	10.541	71.241
4787	prières	prière	NOM	f	10.535	23.497
4788	célébrer	célébrer	VER	""	10.528	19.782
4789	emporte	emporter	VER	""	10.525	46.911
4790	oignons	oignon	NOM	m	10.525	13.566
4791	fringues	fringue	NOM	f	10.522	10.649
4792	sexuels	sexuel	ADJ	m	10.506	55.459
4793	dés	dé	NOM	m	10.503	13.551
4794	donnerais	donner	VER	""	10.500	1133.864
4795	poignardé	poignarder	VER	m	10.494	22.282
4796	américain	américain	NOM	m	10.494	38.756
4797	tirs	tir	NOM	m	10.481	37.519
4798	splendide	splendide	ADJ	e	10.478	11.402
4799	culotte	culotte	NOM	f	10.478	14.649
4800	météo	météo	NOM	f	10.472	10.538
4801	promenade	promenade	NOM	f	10.472	11.810
4802	constamment	constamment	ADV	""	10.468	10.468
4803	peindre	peindre	VER	""	10.468	27.506
4804	remise	remise	NOM	e	10.465	10.962
4805	vague	vague	NOM	e	10.462	18.079
4806	aiderai	aider	VER	""	10.459	802.867
4807	combats	combat	NOM	m	10.449	76.557
4808	ordonne	ordonner	VER	""	10.449	30.161
4809	cassé	cassé	ADJ	m	10.446	21.288
4810	veiller	veiller	VER	""	10.446	32.108
4811	économie	économie	NOM	f	10.443	18.370
4812	jet	jet	NOM	m	10.437	13.494
4813	presse	presser	VER	""	10.434	33.892
4814	libération	libération	NOM	f	10.427	10.595
4815	fascinant	fascinant	ADJ	m	10.427	14.604
4816	sauvetage	sauvetage	NOM	m	10.421	10.665
4817	tels	tels	ADJ:ind	m	10.421	131.225
4818	u	u	NOM	m	10.421	15.000
4819	clef	clef	NOM	f	10.421	17.883
4820	évacuer	évacuer	VER	""	10.418	19.845
4821	partira	partir	VER	""	10.418	1035.642
4822	prouvé	prouver	VER	m	10.415	106.313
4823	coté	coté	ADJ	m	10.415	12.234
4824	dignité	dignité	NOM	f	10.411	10.446
4825	quête	quête	NOM	f	10.411	10.627
4826	dessins	dessin	NOM	m	10.411	25.462
4827	rob	rob	NOM	m	10.402	77.595
4828	confier	confier	VER	""	10.399	33.604
4829	intervenir	intervenir	VER	""	10.399	22.484
4830	endormi	endormir	VER	m	10.389	34.975
4831	seraient	être	AUX	""	10.386	8402.797
4832	câlin	câlin	NOM	m	10.386	14.190
4833	oublions	oublier	VER	""	10.380	410.870
4834	utilisée	utiliser	VER	f	10.377	321.547
4835	opéra	opéra	NOM	m	10.373	10.766
4836	pompiers	pompier	NOM	m	10.373	14.867
4837	large	large	ADJ	e	10.370	13.051
4838	ancêtres	ancêtre	NOM	m	10.370	12.500
4839	enfoiré	enfoiré	ADJ	m	10.367	12.152
4840	pistes	piste	NOM	f	10.367	57.057
4841	mettrai	mettre	VER	""	10.367	944.310
4842	saisir	saisir	VER	""	10.367	37.278
4843	buter	buter	VER	""	10.367	22.044
4844	choisit	choisir	VER	""	10.364	191.288
4845	tranquilles	tranquille	ADJ	e	10.361	89.016
4846	cuire	cuire	VER	""	10.358	18.927
4847	manche	manche	NOM	e	10.354	14.877
4848	nue	nu	ADJ	f	10.354	40.367
4849	pétrin	pétrin	NOM	m	10.354	10.434
4850	sobre	sobre	ADJ	e	10.351	11.038
4851	affection	affection	NOM	f	10.345	10.712
4852	aura	aura	NOM	f	10.345	13.051
4853	déclare	déclarer	VER	""	10.345	41.139
4854	adversaire	adversaire	NOM	e	10.342	14.263
4855	out	out	ADJ	e	10.339	10.484
4856	feraient	faire	VER	""	10.335	9061.728
4857	boucle	boucle	NOM	e	10.326	17.886
4858	tiennent	tenir	VER	""	10.320	456.877
4859	écrasé	écraser	VER	m	10.316	43.234
4860	allions	aller	VER	""	10.313	9795.946
4861	petit	petit	ADV	""	10.313	10.323
4862	dalle	dalle	NOM	f	10.310	10.658
4863	machin	machin	NOM	m	10.310	12.383
4864	prendrait	prendre	VER	""	10.307	1894.187
4865	marchait	marcher	VER	""	10.307	353.823
4866	document	document	NOM	m	10.304	30.032
4867	gamine	gamin	NOM	f	10.301	99.769
4868	x	x	NOM	""	10.301	10.541
4869	ambassade	ambassade	NOM	f	10.297	10.845
4870	professionnelle	professionnel	ADJ	f	10.291	31.598
4871	lion	lion	NOM	m	10.288	16.370
4872	aiguille	aiguille	NOM	f	10.285	15.339
4873	profit	profit	NOM	m	10.285	14.880
4874	tuerait	tuer	VER	""	10.282	967.456
4875	considéré	considérer	VER	m	10.278	57.953
4876	drôle	drôle	NOM	e	10.275	13.054
4877	trouille	trouille	NOM	f	10.275	10.639
4878	rendue	rendre	VER	f	10.272	495.472
4879	scènes	scène	NOM	f	10.272	110.453
4880	recette	recette	NOM	f	10.266	14.250
4881	dealer	dealer	NOM	e	10.259	15.661
4882	bougé	bouger	VER	m	10.256	192.661
4883	répétition	répétition	NOM	f	10.256	13.956
4884	familier	familier	ADJ	m	10.256	14.693
4885	provoquer	provoquer	VER	""	10.256	35.032
4886	compétences	compétence	NOM	f	10.250	13.165
4887	catastrophe	catastrophe	NOM	f	10.250	11.775
4888	pipe	pipe	NOM	e	10.247	12.522
4889	mélange	mélange	NOM	m	10.247	10.823
4890	bourré	bourrer	VER	m	10.247	19.228
4891	bons	bon	NOM	m	10.241	84.225
4892	formes	forme	NOM	f	10.237	85.370
4893	dites	dit	ADJ	f	10.231	23.212
4894	cloche	cloche	NOM	f	10.225	16.225
4895	débat	débat	NOM	m	10.222	12.563
4896	coke	coke	NOM	e	10.218	10.263
4897	évasion	évasion	NOM	f	10.215	10.696
4898	désordre	désordre	NOM	m	10.215	10.712
4899	paierai	payer	VER	""	10.212	359.902
4900	informé	informer	VER	""	10.212	39.725
4901	compassion	compassion	NOM	f	10.212	10.241
4902	tickets	ticket	NOM	m	10.209	23.206
